brand,model,cc,segment,year,speedometer_type,top_speed_kmh,mileage_kmpl,fuel_tank_liters,factory_price_inr,gst_rate_pct,gst_amount_inr,ex_showroom_inr,on_road_price_inr,overall_score,price_increase_scenario_pct,buyer_behaviour,price_sensitivity
KTM,Adventure 390,373,premium,2023,Digital,195,20.1,17.3,267939,31.0,83061,351000,396713,72,5.3,Will likely switch brand,High
Bajaj,Pulsar RS200,199,mid,2022,Digital,136,38.9,10.8,135156,28.0,37844,173000,197486,70,11.9,Will definitely switch,Very High
Honda,CD 110 Dream,109,budget,2024,Analog,97,78.0,9.2,60938,28.0,17062,78000,91374,60,7.9,Will definitely switch,Very High
Hero,Xpulse 200,199,mid,2022,Digital,131,40.7,11.2,120312,28.0,33688,154000,177371,68,5.0,Might reconsider,Medium
Yamaha,Saluto RX,113,budget,2025,Analog,118,58.2,13.9,61719,28.0,17281,79000,92936,57,5.0,Might reconsider,Medium
KTM,RC 200,199,mid,2024,Digital,126,37.8,13.9,174219,28.0,48781,223000,259400,72,7.6,Will likely switch brand,High
Hero,Xpulse 200 4V,199,mid,2023,Digital,128,41.1,12.8,129688,28.0,36312,166000,191457,74,3.4,Might reconsider,Medium
Honda,CB350 H'ness,348,premium,2024,Digital,149,28.5,18.2,156250,28.0,43750,200000,233825,81,5.3,Will likely switch brand,High
Bajaj,Pulsar RS200,199,mid,2022,Digital,135,45.4,11.7,126562,28.0,35438,162000,185310,74,10.2,Will definitely switch,Very High
Yamaha,R15 V4,155,mid,2024,Digital,122,41.9,11.9,150000,28.0,42000,192000,221316,76,11.4,Will definitely switch,Very High
KTM,RC 390,373,premium,2020,Digital,183,23.7,18.9,270992,31.0,84008,355000,411190,79,11.3,Will definitely switch,Very High
Bajaj,CT100,102,budget,2023,Analog,90,63.9,9.3,47656,28.0,13344,61000,73468,55,4.8,Might reconsider,Medium
Royal Enfield,Himalayan 450,452,premium,2020,Digital,209,22.1,17.2,201527,31.0,62473,264000,301808,87,3.6,Might reconsider,Medium
Bajaj,Platina 100,102,budget,2022,Analog,93,75.0,8.2,53125,28.0,14875,68000,83783,65,10.8,Will definitely switch,Very High
Royal Enfield,Himalayan 450,452,premium,2021,Digital,186,23.5,13.7,229008,31.0,70992,300000,339791,82,13.9,Will definitely switch,Very High
Honda,CB500X,471,premium,2025,Digital,193,22.6,18.3,442748,31.0,137252,580000,676604,84,11.0,Will definitely switch,Very High
Honda,Hornet 2.0,184,mid,2022,Digital,135,46.3,10.6,107812,28.0,30188,138000,161095,80,5.4,Will likely switch brand,High
KTM,Adventure 390,373,premium,2020,Digital,179,20.3,14.6,291603,31.0,90397,382000,442387,71,11.4,Will definitely switch,Very High
Honda,CB350RS,348,premium,2023,Digital,164,31.4,18.3,177344,28.0,49656,227000,258035,73,2.1,Might reconsider,Medium
Hero,Xtreme 125R,125,budget,2022,Digital,108,49.2,12.7,78125,28.0,21875,100000,116880,69,1.6,Likely to buy,Low
Honda,SP 125,124,budget,2025,Digital,116,50.8,13.8,79688,28.0,22312,102000,120212,66,2.3,Might reconsider,Medium
Royal Enfield,Thunderbird 350X,346,premium,2024,Semi-Digital,158,30.0,18.3,141406,28.0,39594,181000,214438,67,2.4,Might reconsider,Medium
Suzuki,Gixxer,155,mid,2025,Semi-Digital,123,37.0,11.9,100781,28.0,28219,129000,149106,61,13.9,Will definitely switch,Very High
Bajaj,Pulsar 125,124,budget,2023,Semi-Digital,118,61.4,10.5,73438,28.0,20562,94000,111734,65,8.2,Will definitely switch,Very High
Royal Enfield,Meteor 350,349,premium,2023,Semi-Digital,157,33.6,13.8,153906,28.0,43094,197000,223554,66,2.2,Might reconsider,Medium
TVS,Apache RTR 160 4V,159,mid,2023,Digital,133,39.2,10.8,104688,28.0,29312,134000,158345,70,14.8,Will definitely switch,Very High
Hero,Xpulse 200 4V,199,mid,2023,Digital,135,38.8,12.1,128906,28.0,36094,165000,195050,78,2.5,Might reconsider,Medium
Honda,CD 110 Dream,109,budget,2021,Analog,90,74.1,8.7,57031,28.0,15969,73000,85614,58,6.1,Will definitely switch,Very High
KTM,Duke 200,199,mid,2025,Digital,138,44.7,13.8,146875,28.0,41125,188000,220849,77,4.8,Might reconsider,Medium
Royal Enfield,Himalayan 450,452,premium,2022,Digital,169,22.1,16.4,216794,31.0,67206,284000,328373,84,2.5,Might reconsider,Medium
Bajaj,Dominar 400,373,premium,2021,Digital,191,23.7,15.7,187023,31.0,57977,245000,275973,80,1.4,Likely to buy,Low
Royal Enfield,Classic 350,349,premium,2021,Semi-Digital,156,33.2,15.1,143750,28.0,40250,184000,211485,73,12.1,Will definitely switch,Very High
Yamaha,R15M,155,mid,2020,Digital,121,42.5,11.5,156250,28.0,43750,200000,229682,73,13.3,Will definitely switch,Very High
Royal Enfield,Meteor 350,349,premium,2021,Semi-Digital,164,32.4,16.4,173438,28.0,48562,222000,253234,70,13.4,Will definitely switch,Very High
Honda,CB350 H'ness,348,premium,2024,Digital,161,33.3,16.3,159375,28.0,44625,204000,237062,80,10.6,Will definitely switch,Very High
Suzuki,V-Strom SX,249,premium,2022,Digital,152,32.7,15.2,181250,28.0,50750,232000,268064,77,10.5,Will definitely switch,Very High
Hero,Glamour,125,budget,2022,Semi-Digital,115,48.8,14.0,75000,28.0,21000,96000,112147,64,2.4,Might reconsider,Medium
KTM,Duke 250,248,premium,2020,Digital,142,30.6,15.4,178906,28.0,50094,229000,266035,72,13.2,Will definitely switch,Very High
Hero,Passion Pro,110,budget,2023,Semi-Digital,98,71.1,9.2,62500,28.0,17500,80000,93702,67,1.3,Likely to buy,Low
Royal Enfield,Meteor 350,349,premium,2024,Semi-Digital,161,28.9,18.7,160938,28.0,45062,206000,238235,69,5.7,Will likely switch brand,High
Royal Enfield,Hunter 350,349,premium,2024,Semi-Digital,165,32.0,14.5,121875,28.0,34125,156000,180880,67,12.8,Will definitely switch,Very High
TVS,Jupiter 110,109,budget,2022,Semi-Digital,87,72.1,8.5,57812,28.0,16188,74000,88609,70,2.3,Might reconsider,Medium
Suzuki,Gixxer,155,mid,2024,Semi-Digital,136,45.3,11.3,104688,28.0,29312,134000,156665,68,7.1,Will likely switch brand,High
KTM,Duke 390,373,premium,2021,Digital,161,20.3,17.0,232824,31.0,72176,305000,353181,81,10.8,Will definitely switch,Very High
Bajaj,Pulsar N250,249,mid,2023,Digital,157,35.4,19.5,132031,28.0,36969,169000,199427,80,12.9,Will definitely switch,Very High
Hero,Xpulse 200,199,mid,2020,Digital,129,44.5,12.5,114062,28.0,31938,146000,167235,74,6.7,Will likely switch brand,High
KTM,Duke 250,248,premium,2021,Digital,152,32.8,13.2,176562,28.0,49438,226000,258994,74,2.6,Might reconsider,Medium
TVS,Ronin,225,mid,2020,Digital,146,35.1,14.8,128125,28.0,35875,164000,191792,72,4.8,Might reconsider,Medium
TVS,Apache RTR 160,159,mid,2020,Semi-Digital,120,41.9,11.3,96094,28.0,26906,123000,144452,59,13.0,Will definitely switch,Very High
TVS,Apache RR 310,312,premium,2025,Digital,142,33.3,18.9,231250,28.0,64750,296000,345120,75,14.2,Will definitely switch,Very High
TVS,Sport,99,budget,2021,Analog,93,72.8,9.2,50000,28.0,14000,64000,78251,61,13.4,Will definitely switch,Very High
Royal Enfield,Meteor 350,349,premium,2021,Semi-Digital,146,35.3,19.8,159375,28.0,44625,204000,235765,74,2.5,Might reconsider,Medium
KTM,Adventure 390,373,premium,2023,Digital,167,21.3,17.8,270992,31.0,84008,355000,410885,76,8.6,Will likely switch brand,High
TVS,Apache RTR 160,159,mid,2024,Semi-Digital,129,40.7,10.1,99219,28.0,27781,127000,151583,59,10.0,Will definitely switch,Very High
Hero,Xtreme 160R,163,mid,2025,Digital,140,40.8,10.5,108594,28.0,30406,139000,163605,73,13.6,Will definitely switch,Very High
TVS,Sport,99,budget,2021,Analog,93,77.2,8.6,56250,28.0,15750,72000,85958,58,2.3,Might reconsider,Medium
Bajaj,CT100,102,budget,2023,Analog,86,68.4,8.9,50000,28.0,14000,64000,78421,59,13.1,Will definitely switch,Very High
KTM,Duke 250,248,premium,2022,Digital,162,34.5,15.9,196094,28.0,54906,251000,286482,75,8.1,Will likely switch brand,High
Suzuki,Gixxer SF 250,249,mid,2025,Digital,145,33.1,14.0,157812,28.0,44188,202000,230206,73,7.2,Will likely switch brand,High
KTM,Duke 200,199,mid,2024,Digital,136,38.6,12.7,148438,28.0,41562,190000,217863,78,11.7,Will definitely switch,Very High
Royal Enfield,Meteor 350,349,premium,2023,Semi-Digital,150,33.4,15.6,162500,28.0,45500,208000,241413,70,3.8,Might reconsider,Medium
KTM,Duke 125,124,mid,2025,Digital,105,48.7,10.9,145312,28.0,40688,186000,219698,78,10.1,Will definitely switch,Very High
Honda,Shine,124,budget,2020,Semi-Digital,118,49.1,13.8,75781,28.0,21219,97000,112491,68,4.6,Might reconsider,Medium
Bajaj,Platina 100,102,budget,2021,Analog,99,74.6,9.4,57031,28.0,15969,73000,86204,65,7.9,Will definitely switch,Very High
Bajaj,Pulsar 150,149,mid,2022,Semi-Digital,118,53.4,12.9,96094,28.0,26906,123000,145211,65,9.4,Will definitely switch,Very High
Bajaj,Pulsar 150,149,mid,2021,Semi-Digital,112,61.3,11.5,88281,28.0,24719,113000,130794,76,7.3,Will likely switch brand,High
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,111,53.6,12.4,94531,28.0,26469,121000,143526,68,10.9,Will definitely switch,Very High
Hero,Mavrick 440,440,premium,2024,Digital,182,21.8,18.0,160305,31.0,49695,210000,237953,84,14.2,Will definitely switch,Very High
Hero,Xtreme 125R,125,budget,2021,Digital,109,57.3,11.0,75781,28.0,21219,97000,113983,73,1.6,Likely to buy,Low
Yamaha,R3,321,premium,2020,Digital,156,30.6,15.2,350781,28.0,98219,449000,511052,76,3.0,Might reconsider,Medium
Honda,CB300R,293,premium,2022,Digital,149,35.3,16.6,210938,28.0,59062,270000,315206,82,9.6,Will likely switch brand,High
KTM,RC 390,373,premium,2020,Digital,202,22.3,14.3,271756,31.0,84244,356000,409354,81,12.2,Will definitely switch,Very High
Hero,Xtreme 160R,163,mid,2022,Digital,123,41.7,14.0,100781,28.0,28219,129000,148937,75,1.6,Likely to buy,Low
Suzuki,V-Strom SX,249,premium,2021,Digital,142,29.1,18.8,171094,28.0,47906,219000,253719,71,13.2,Will definitely switch,Very High
Yamaha,MT-03,321,premium,2021,Digital,140,32.6,15.9,378125,28.0,105875,484000,557433,78,11.7,Will definitely switch,Very High
Hero,Mavrick 440,440,premium,2022,Digital,203,19.5,17.1,164885,31.0,51115,216000,247817,85,2.7,Might reconsider,Medium
Honda,Unicorn,160,mid,2024,Semi-Digital,134,43.6,12.6,94531,28.0,26469,121000,140148,72,14.4,Will definitely switch,Very High
Royal Enfield,Bullet 350,346,premium,2020,Analog,163,35.4,18.6,146875,28.0,41125,188000,220520,74,2.8,Might reconsider,Medium
TVS,Apache RTR 160 4V,159,mid,2023,Digital,132,40.8,10.4,102344,28.0,28656,131000,150352,70,3.5,Might reconsider,Medium
Bajaj,Pulsar NS200,199,mid,2025,Digital,129,38.5,13.2,110938,28.0,31062,142000,167536,74,12.2,Will definitely switch,Very High
TVS,Ronin,225,mid,2023,Digital,156,34.6,16.3,137500,28.0,38500,176000,203266,67,7.9,Will likely switch brand,High
KTM,RC 200,199,mid,2022,Digital,133,41.3,13.9,157031,28.0,43969,201000,230751,69,1.6,Likely to buy,Low
Bajaj,Pulsar RS200,199,mid,2023,Digital,136,43.3,10.3,139844,28.0,39156,179000,211290,68,5.1,Will likely switch brand,High
Yamaha,MT-15 V2,155,mid,2020,Digital,136,45.4,12.2,128906,28.0,36094,165000,195134,79,5.1,Will likely switch brand,High
Hero,Xtreme 125R,125,budget,2020,Digital,113,57.1,13.1,82031,28.0,22969,105000,123465,70,4.6,Might reconsider,Medium
Hero,Passion Pro,110,budget,2025,Semi-Digital,86,75.8,8.6,58594,28.0,16406,75000,88250,64,6.8,Will definitely switch,Very High
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,110,61.2,13.9,105469,28.0,29531,135000,157859,70,3.6,Might reconsider,Medium
TVS,Jupiter 110,109,budget,2023,Semi-Digital,85,68.2,9.4,66406,28.0,18594,85000,97643,63,10.2,Will definitely switch,Very High
Yamaha,R15 V4,155,mid,2021,Digital,132,43.8,10.1,135938,28.0,38062,174000,205774,71,2.2,Might reconsider,Medium
Honda,Hornet 2.0,184,mid,2023,Digital,140,39.1,13.4,114844,28.0,32156,147000,169925,71,10.1,Will definitely switch,Very High
Suzuki,Gixxer SF,155,mid,2025,Semi-Digital,123,41.2,12.8,107812,28.0,30188,138000,160061,60,13.6,Will definitely switch,Very High
Yamaha,R15 V4,155,mid,2020,Digital,132,39.9,12.5,139844,28.0,39156,179000,209765,67,5.7,Will likely switch brand,High
KTM,RC 390,373,premium,2023,Digital,178,23.2,16.6,275573,31.0,85427,361000,422726,71,7.8,Will likely switch brand,High
Yamaha,R15 V4,155,mid,2023,Digital,122,40.1,13.6,134375,28.0,37625,172000,195763,71,13.5,Will definitely switch,Very High
Honda,Hornet 2.0,184,mid,2023,Digital,125,41.4,11.4,109375,28.0,30625,140000,166486,73,11.2,Will definitely switch,Very High
Bajaj,Dominar 400,373,premium,2022,Digital,205,23.9,18.1,183206,31.0,56794,240000,279795,80,7.6,Will likely switch brand,High
Royal Enfield,Interceptor 650,648,premium,2025,Analog,170,23.6,18.2,266412,31.0,82588,349000,407193,72,3.9,Might reconsider,Medium
Yamaha,MT-15 V2,155,mid,2024,Digital,135,45.0,10.2,125000,28.0,35000,160000,183228,77,4.3,Might reconsider,Medium
Hero,Passion Pro,110,budget,2020,Semi-Digital,86,75.5,9.2,60938,28.0,17062,78000,91165,64,5.7,Will definitely switch,Very High
Honda,CB200X,184,mid,2025,Digital,137,44.7,13.5,117969,28.0,33031,151000,177004,73,13.5,Will definitely switch,Very High
Honda,Unicorn,160,mid,2024,Semi-Digital,123,46.7,13.1,92969,28.0,26031,119000,141415,69,11.9,Will definitely switch,Very High
Honda,Unicorn,160,mid,2022,Semi-Digital,126,38.2,12.8,94531,28.0,26469,121000,139348,67,3.2,Might reconsider,Medium
Yamaha,R3,321,premium,2023,Digital,144,30.7,19.8,351562,28.0,98438,450000,520047,71,12.9,Will definitely switch,Very High
Hero,Splendor Plus,97,budget,2023,Analog,93,64.5,8.7,55469,28.0,15531,71000,85661,61,11.0,Will definitely switch,Very High
TVS,Star City Plus,109,budget,2023,Semi-Digital,98,63.9,9.9,60156,28.0,16844,77000,91374,67,13.9,Will definitely switch,Very High
Suzuki,Access 125,124,budget,2023,Semi-Digital,107,58.6,13.9,73438,28.0,20562,94000,108352,56,5.7,Will definitely switch,Very High
Bajaj,Platina 100,102,budget,2025,Analog,86,64.1,9.8,52344,28.0,14656,67000,80101,65,14.7,Will definitely switch,Very High
TVS,Apache RTR 200 4V,197,mid,2022,Digital,130,44.2,13.6,115625,28.0,32375,148000,174844,71,1.1,Likely to buy,Low
Honda,CB350RS,348,premium,2022,Digital,159,33.0,19.2,177344,28.0,49656,227000,261182,82,7.2,Will likely switch brand,High
KTM,Duke 200,199,mid,2022,Digital,124,40.3,10.9,163281,28.0,45719,209000,243908,76,14.9,Will definitely switch,Very High
Yamaha,MT-03,321,premium,2021,Digital,165,28.3,18.8,362500,28.0,101500,464000,534396,78,9.3,Will likely switch brand,High
TVS,Apache RR 310,312,premium,2020,Digital,148,34.6,13.3,226562,28.0,63438,290000,336234,79,8.1,Will likely switch brand,High
Honda,CB200X,184,mid,2025,Digital,138,46.9,12.7,116406,28.0,32594,149000,172205,84,11.0,Will definitely switch,Very High
Bajaj,Dominar 400,373,premium,2021,Digital,168,22.4,13.7,178626,31.0,55374,234000,271004,76,8.3,Will likely switch brand,High
Suzuki,Access 125,124,budget,2020,Semi-Digital,118,50.3,11.7,71094,28.0,19906,91000,107064,61,2.1,Might reconsider,Medium
Honda,CB300R,293,premium,2022,Digital,157,31.3,17.1,210156,28.0,58844,269000,309533,80,11.9,Will definitely switch,Very High
KTM,RC 200,199,mid,2023,Digital,125,46.8,12.8,181250,28.0,50750,232000,273309,76,8.1,Will likely switch brand,High
Honda,CB300R,293,premium,2024,Digital,155,29.8,15.6,226562,28.0,63438,290000,335766,72,11.5,Will definitely switch,Very High
Honda,CB200X,184,mid,2022,Digital,136,39.9,14.0,118750,28.0,33250,152000,175913,71,2.6,Might reconsider,Medium
TVS,Apache RR 310,312,premium,2025,Digital,149,31.4,16.4,211719,28.0,59281,271000,306303,73,4.0,Might reconsider,Medium
Honda,CB200X,184,mid,2023,Digital,138,42.7,11.9,117969,28.0,33031,151000,172123,76,13.6,Will definitely switch,Very High
Honda,CB300R,293,premium,2024,Digital,144,33.3,17.7,219531,28.0,61469,281000,324016,77,2.3,Might reconsider,Medium
KTM,Duke 250,248,premium,2021,Digital,154,35.5,18.0,180469,28.0,50531,231000,268481,81,10.0,Will likely switch brand,High
TVS,Ronin,225,mid,2024,Digital,157,35.5,16.7,130469,28.0,36531,167000,190853,79,11.6,Will definitely switch,Very High
Yamaha,FZS 25,249,mid,2021,Digital,140,29.5,18.8,128906,28.0,36094,165000,189623,69,12.0,Will definitely switch,Very High
KTM,Adventure 390,373,premium,2023,Digital,161,19.6,13.2,256489,31.0,79511,336000,386696,76,7.1,Will likely switch brand,High
Suzuki,Gixxer,155,mid,2020,Semi-Digital,129,42.4,10.6,102344,28.0,28656,131000,149464,60,3.6,Might reconsider,Medium
KTM,Duke 250,248,premium,2022,Digital,141,28.4,14.0,189062,28.0,52938,242000,276585,75,6.5,Will likely switch brand,High
Royal Enfield,Classic 350,349,premium,2023,Semi-Digital,164,29.7,16.6,146094,28.0,40906,187000,220189,75,9.2,Will likely switch brand,High
Yamaha,R3,321,premium,2025,Digital,142,32.4,14.6,345312,28.0,96688,442000,497094,77,1.4,Likely to buy,Low
Hero,Passion Pro,110,budget,2023,Semi-Digital,89,74.4,8.2,60156,28.0,16844,77000,92485,67,9.0,Will likely switch brand,High
Yamaha,R3,321,premium,2024,Digital,157,34.2,16.2,335156,28.0,93844,429000,498690,76,14.5,Will definitely switch,Very High
Hero,Splendor Plus,97,budget,2023,Analog,85,77.9,8.5,60938,28.0,17062,78000,95221,56,14.1,Will definitely switch,Very High
TVS,Radeon,109,budget,2024,Analog,94,65.2,9.1,64062,28.0,17938,82000,97432,54,3.3,Might reconsider,Medium
TVS,Apache RR 310,312,premium,2024,Digital,148,32.4,19.7,204688,28.0,57312,262000,307460,75,4.0,Might reconsider,Medium
Royal Enfield,Meteor 350,349,premium,2022,Semi-Digital,147,31.6,14.5,174219,28.0,48781,223000,263694,76,14.8,Will definitely switch,Very High
Royal Enfield,Bullet 350,346,premium,2023,Analog,140,32.8,16.9,125781,28.0,35219,161000,187255,59,10.4,Will definitely switch,Very High
Yamaha,R15 V4,155,mid,2025,Digital,137,43.5,11.8,146875,28.0,41125,188000,220345,67,13.5,Will definitely switch,Very High
Honda,CB200X,184,mid,2021,Digital,120,40.9,11.8,114062,28.0,31938,146000,172689,70,7.5,Will likely switch brand,High
Bajaj,Pulsar RS200,199,mid,2025,Digital,122,40.6,10.9,142188,28.0,39812,182000,214923,76,9.8,Will likely switch brand,High
Yamaha,R15M,155,mid,2025,Digital,126,44.1,11.6,167969,28.0,47031,215000,245969,67,3.7,Might reconsider,Medium
TVS,Apache RTR 160,159,mid,2024,Semi-Digital,139,44.4,10.5,94531,28.0,26469,121000,142738,68,3.5,Might reconsider,Medium
Hero,Xpulse 200 4V,199,mid,2020,Digital,128,44.3,14.0,114062,28.0,31938,146000,174152,71,12.9,Will definitely switch,Very High
Suzuki,Gixxer SF,155,mid,2020,Semi-Digital,140,46.4,13.4,115625,28.0,32375,148000,172932,74,14.2,Will definitely switch,Very High
Royal Enfield,Classic 350,349,premium,2020,Semi-Digital,155,32.1,19.2,150781,28.0,42219,193000,227755,71,8.2,Will likely switch brand,High
Bajaj,Pulsar RS200,199,mid,2024,Digital,126,37.0,13.2,126562,28.0,35438,162000,190791,72,2.1,Might reconsider,Medium
Bajaj,Pulsar RS200,199,mid,2025,Digital,130,38.9,10.4,146875,28.0,41125,188000,215170,71,1.9,Likely to buy,Low
Yamaha,MT-15 V2,155,mid,2022,Digital,127,45.4,13.3,131250,28.0,36750,168000,192689,74,7.6,Will likely switch brand,High
Royal Enfield,Bullet 350,346,premium,2024,Analog,164,32.9,13.9,137500,28.0,38500,176000,201740,60,9.8,Will definitely switch,Very High
Hero,Xpulse 200,199,mid,2023,Digital,124,37.6,10.2,121094,28.0,33906,155000,181989,68,13.9,Will definitely switch,Very High
KTM,RC 390,373,premium,2023,Digital,185,23.8,14.6,238168,31.0,73832,312000,361473,72,9.6,Will likely switch brand,High
Hero,HF Deluxe,97,budget,2020,Analog,95,72.0,8.9,53906,28.0,15094,69000,83002,66,14.1,Will definitely switch,Very High
Royal Enfield,Bullet 350,346,premium,2021,Analog,165,28.7,17.5,138281,28.0,38719,177000,202199,62,13.7,Will definitely switch,Very High
TVS,Radeon,109,budget,2024,Analog,86,65.7,8.9,59375,28.0,16625,76000,89528,54,2.8,Might reconsider,Medium
Royal Enfield,Himalayan 450,452,premium,2020,Digital,198,21.8,16.6,210687,31.0,65313,276000,323017,82,5.1,Will likely switch brand,High
Honda,CB350RS,348,premium,2021,Digital,146,31.4,18.5,159375,28.0,44625,204000,236209,75,10.0,Will likely switch brand,High
Royal Enfield,Hunter 350,349,premium,2022,Semi-Digital,150,32.8,17.3,122656,28.0,34344,157000,183344,75,8.9,Will likely switch brand,High
KTM,Duke 390,373,premium,2021,Digital,160,22.0,16.3,229771,31.0,71229,301000,342819,81,4.1,Might reconsider,Medium
Bajaj,Pulsar N250,249,mid,2020,Digital,152,34.4,15.5,123438,28.0,34562,158000,186390,68,6.6,Will likely switch brand,High
Hero,Mavrick 440,440,premium,2020,Digital,197,20.4,14.4,167939,31.0,52061,220000,253511,80,1.6,Likely to buy,Low
TVS,Apache RTR 160 4V,159,mid,2021,Digital,127,45.5,13.4,100000,28.0,28000,128000,151844,74,3.7,Might reconsider,Medium
Honda,SP 125,124,budget,2022,Digital,111,52.9,13.2,70312,28.0,19688,90000,105475,70,7.4,Will likely switch brand,High
Bajaj,Platina 100,102,budget,2021,Analog,87,76.4,9.6,57031,28.0,15969,73000,89116,56,3.0,Might reconsider,Medium
Bajaj,Pulsar 150,149,mid,2024,Semi-Digital,112,61.3,10.8,90625,28.0,25375,116000,136478,67,11.7,Will definitely switch,Very High
Suzuki,Gixxer SF,155,mid,2023,Semi-Digital,124,45.0,10.8,109375,28.0,30625,140000,161502,72,14.6,Will definitely switch,Very High
Honda,CD 110 Dream,109,budget,2021,Analog,96,70.1,8.6,64062,28.0,17938,82000,97308,64,8.3,Will definitely switch,Very High
Royal Enfield,Guerrilla 450,452,premium,2024,Digital,185,20.8,17.5,222137,31.0,68863,291000,338138,87,13.9,Will definitely switch,Very High
Bajaj,Pulsar NS200,199,mid,2022,Digital,133,39.2,11.0,111719,28.0,31281,143000,165981,73,9.0,Will likely switch brand,High
Honda,CD 110 Dream,109,budget,2022,Analog,86,65.5,8.9,57031,28.0,15969,73000,85364,64,8.2,Will definitely switch,Very High
Yamaha,FZ-X,149,mid,2025,Digital,110,53.4,10.3,104688,28.0,29312,134000,155161,76,4.3,Might reconsider,Medium
Honda,CD 110 Dream,109,budget,2022,Analog,92,74.8,8.1,58594,28.0,16406,75000,87895,58,2.7,Might reconsider,Medium
Bajaj,Pulsar N160,160,mid,2025,Digital,126,45.5,13.0,99219,28.0,27781,127000,149834,82,15.0,Will definitely switch,Very High
TVS,Jupiter 110,109,budget,2021,Semi-Digital,85,77.5,9.7,57812,28.0,16188,74000,87897,68,10.2,Will definitely switch,Very High
Bajaj,Dominar 400,373,premium,2023,Digital,195,22.5,15.4,175573,31.0,54427,230000,268486,77,11.1,Will definitely switch,Very High
Honda,CD 110 Dream,109,budget,2020,Analog,99,68.6,8.7,59375,28.0,16625,76000,90960,64,12.9,Will definitely switch,Very High
Honda,CB300R,293,premium,2025,Digital,150,34.6,18.3,204688,28.0,57312,262000,305869,75,6.9,Will likely switch brand,High
Suzuki,Gixxer SF,155,mid,2024,Semi-Digital,124,46.3,13.7,109375,28.0,30625,140000,162407,69,9.0,Will likely switch brand,High
KTM,Duke 125,124,mid,2023,Digital,120,53.5,12.6,146875,28.0,41125,188000,215873,71,5.6,Will likely switch brand,High
TVS,Apache RR 310,312,premium,2021,Digital,159,34.5,13.5,204688,28.0,57312,262000,296941,76,1.4,Likely to buy,Low
Royal Enfield,Interceptor 650,648,premium,2022,Analog,183,21.8,19.0,239695,31.0,74305,314000,357895,71,1.2,Likely to buy,Low
KTM,Duke 250,248,premium,2021,Digital,142,31.8,13.9,180469,28.0,50531,231000,269863,77,14.4,Will definitely switch,Very High
Bajaj,Pulsar NS200,199,mid,2025,Digital,129,43.0,12.7,113281,28.0,31719,145000,170272,76,3.8,Might reconsider,Medium
TVS,Apache RTR 160,159,mid,2024,Semi-Digital,127,43.1,13.5,89062,28.0,24938,114000,135711,67,5.6,Will likely switch brand,High
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,119,60.0,13.2,100781,28.0,28219,129000,148274,72,10.8,Will definitely switch,Very High
KTM,Duke 125,124,mid,2025,Digital,118,50.8,10.7,139062,28.0,38938,178000,206991,77,6.4,Will likely switch brand,High
Honda,SP 125,124,budget,2025,Digital,114,52.0,12.9,75000,28.0,21000,96000,113298,76,13.8,Will definitely switch,Very High
Bajaj,Pulsar N250,249,mid,2022,Digital,142,35.8,15.9,137500,28.0,38500,176000,203433,72,8.1,Will likely switch brand,High
Bajaj,Platina 100,102,budget,2023,Analog,99,72.3,9.7,50781,28.0,14219,65000,76366,61,5.8,Will definitely switch,Very High
KTM,Duke 125,124,mid,2020,Digital,119,52.7,12.2,126562,28.0,35438,162000,186300,77,7.5,Will likely switch brand,High
TVS,Star City Plus,109,budget,2021,Semi-Digital,90,75.7,8.6,66406,28.0,18594,85000,99782,61,9.5,Will definitely switch,Very High
Suzuki,Gixxer SF,155,mid,2021,Semi-Digital,124,43.8,12.9,117969,28.0,33031,151000,172700,65,6.0,Will definitely switch,Very High
Suzuki,Gixxer SF,155,mid,2023,Semi-Digital,123,43.4,10.2,107812,28.0,30188,138000,163476,64,10.7,Will definitely switch,Very High
Hero,Splendor Plus,97,budget,2023,Analog,92,67.9,8.1,53906,28.0,15094,69000,80932,59,2.3,Might reconsider,Medium
Hero,HF Deluxe,97,budget,2021,Analog,88,77.7,8.1,53125,28.0,14875,68000,79815,66,3.4,Might reconsider,Medium
Yamaha,MT-03,321,premium,2020,Digital,157,33.0,14.6,336719,28.0,94281,431000,491671,76,14.1,Will definitely switch,Very High
Honda,Unicorn,160,mid,2025,Semi-Digital,126,37.1,13.3,87500,28.0,24500,112000,129294,69,4.1,Might reconsider,Medium
Royal Enfield,Guerrilla 450,452,premium,2024,Digital,166,22.0,14.2,205344,31.0,63656,269000,314781,85,12.1,Will definitely switch,Very High
Honda,SP 125,124,budget,2025,Digital,109,60.6,11.3,78125,28.0,21875,100000,121094,76,3.5,Might reconsider,Medium
Yamaha,MT-15 V2,155,mid,2025,Digital,140,40.8,14.0,123438,28.0,34562,158000,182212,70,8.0,Will likely switch brand,High
Bajaj,Dominar 400,373,premium,2020,Digital,208,23.3,14.0,169466,31.0,52534,222000,256678,73,9.7,Will likely switch brand,High
Yamaha,R15M,155,mid,2022,Digital,139,39.4,10.5,150781,28.0,42219,193000,218345,74,11.3,Will definitely switch,Very High
Royal Enfield,Meteor 350,349,premium,2025,Semi-Digital,149,33.1,15.3,167969,28.0,47031,215000,251129,66,4.2,Might reconsider,Medium
